Id,SalePrice
1461,119542.35782239684
1462,160070.50881955464
1463,185905.11599116304
1464,194496.71540458789
1465,185386.47213445633
1466,173289.087862035
1467,184623.6462662085
1468,167296.3787775108
1469,195831.9549817322
1470,121495.05499868971
1471,194020.32244209928
1472,97170.83001692443
1473,97986.67825380906
1474,149688.19792033266
1475,119794.55413920937
1476,377923.3015539603
1477,258762.8208560189
1478,286218.84144248953
1479,283107.79234046064
1480,484478.9354569776
1481,333822.8530176184
1482,205774.515848603
1483,175886.69838358142
1484,162029.68586386496
1485,181146.52017006112
1486,193917.61672054784
1487,354641.8363645758
1488,240656.35913900565
1489,197201.43103162613
1490,238672.44925583593
1491,187699.42786057154
1492,84951.93870668959
1493,175043.49617136965
1494,309831.0577706172
1495,300184.76621942647
1496,231340.6005577484
1497,188988.22205728493
1498,159547.60574428542
1499,157109.16302088776
1500,157603.57560343167
1501,176376.24465531393
1502,149517.81345909045
1503,278469.95552368864
1504,251674.06132566684
1505,234767.6160011253
1506,187326.20989879844
1507,249921.05171442468
1508,207411.72017553126
1509,153064.74140180275
1510,148670.36346508848
1511,143247.86362815555
1512,176502.1560714053
1513,144900.9747156372
1514,111078.39760532968
1515,196149.47630052565
1516,156403.6494249005
1517,170593.28687269584
1518,135594.61219711846
1519,216498.57140602462
1520,132972.1486787455
1521,132034.60757316783
1522,182142.59868926447
1523,107730.87287333701
1524,131359.90265654516
1525,125427.35048907838
1526,118090.34080539393
1527,106379.80636191851
1528,135772.42519969557
1529,148277.13944563188
1530,180969.73075499636
1531,90820.38530921609
1532,105033.83683732596
1533,150073.1724104284
1534,120011.79613327552
1535,144805.91864314198
1536,111376.68788569506
1537,16304.958171523198
1538,149379.99585733213
1539,218135.20162433252
1540,82967.20098210772
1541,144416.09279080151
1542,135033.43225430546
1543,195012.6374683839
1544,86525.52687526637
1545,117743.21243412058
1546,133851.1209684098
1547,135168.28451122335
1548,138350.9908838011
1549,116680.8863128564
1550,139753.15022829027
1551,117174.20783159402
1552,144823.07716187256
1553,153995.86180314847
1554,122416.56260019854
1555,166710.7148562348
1556,94408.15437551802
1557,111197.77715592552
1558,105890.12286183154
1559,86262.18236207224
1560,131688.04832259662
1561,128180.56709558229
1562,132832.37929908265
1563,126178.87171465675
1564,158239.59001448433
1565,144902.80988312163
1566,261626.83953466694
1567,74261.65400391776
1568,222600.23016304127
1569,130873.7586336581
1570,144459.4135066595
1571,119048.05983684429
1572,145733.19488109867
1573,268143.00209092343
1574,109082.70816617516
1575,241258.8175796967
1576,232778.2163098571
1577,188653.9087997824
1578,144176.07037036546
1579,148733.28076183298
1580,196472.31419091357
1581,154921.4835081929
1582,129329.7742995884
1583,313250.08689426107
1584,222588.6738887305
1585,141301.72325994575
1586,77263.87963230377
1587,121042.25908771195
1588,145439.1328587394
1589,82919.65584841788
1590,136863.88042128147
1591,96351.13465623897
1592,111575.26019297236
1593,131730.39416053353
1594,150615.2013592088
1595,109079.06598572411
1596,247088.97792461663
1597,189637.66580657105
1598,215041.7970950849
1599,179727.62914636623
1600,173083.03047889617
1601,69440.8731442162
1602,114032.5377632021
1603,59435.05115999176
1604,269752.3217854914
1605,262133.43342539028
1606,179073.60542721127
1607,175197.38336807856
1608,217219.59305840102
1609,191259.33284590283
1610,151511.84644160228
1611,144370.32155429345
1612,167956.84751613165
1613,166455.61664146162
1614,128929.28233627486
1615,89079.99060940144
1616,74807.85567540531
1617,91935.95461164917
1618,127330.6148497679
1619,141988.23356691952
1620,151432.18883954614
1621,135420.23104521047
1622,143207.32396039477
1623,288645.09712296934
1624,218085.8447814415
1625,123076.16972903747
1626,169574.8924982492
1627,190756.52458922516
1628,278698.67573184805
1629,180231.6415345989
1630,357376.5397097888
1631,229570.22605425766
1632,245704.57965596145
1633,168980.7600784528
1634,186337.21548120747
1635,180097.97520676456
1636,157993.73303164032
1637,194080.3373127358
1638,174801.87649142725
1639,177921.66112584376
1640,249152.85863091587
1641,173620.98990550265
1642,229299.54427147008
1643,233262.89740358124
1644,238975.09221940447
1645,197905.70451627017
1646,160028.7450227718
1647,158808.52265013463
1648,129694.49043791617
1649,141960.74157410438
1650,105980.75034450121
1651,122964.61728772789
1652,103132.84124524174
1653,103869.2331231031
1654,147157.5674869127
1655,147974.4574259772
1656,145033.2508594351
1657,149823.8002460027
1658,146063.12793110003
1659,125463.04501654739
1660,151886.28396810673
1661,448875.04550566286
1662,420303.44243635517
1663,392021.49194621475
1664,535542.326694624
1665,328790.0253493707
1666,333117.9152402468
1667,370396.014002367
1668,339024.47207702027
1669,313029.0626402115
1670,361018.3810653986
1671,246343.9839022257
1672,442466.29415414727
1673,287785.1633112148
1674,248922.9621619296
1675,183131.94106682742
1676,186747.06499348168
1677,211582.2953083401
1678,499881.45342373877
1679,384502.98867024545
1680,349659.0324152068
1681,257997.23854141272
1682,310050.4162820933
1683,176105.06843038448
1684,175530.5196710923
1685,177541.44655062933
1686,169771.39605241167
1687,169581.725870118
1688,189347.67729000383
1689,194147.73056449232
1690,194521.00470688002
1691,177756.67918724165
1692,271357.24915052054
1693,164679.1558925143
1694,184021.94827879785
1695,165519.82423554434
1696,274531.4042221482
1697,171201.64172347455
1698,342314.49828898
1699,312659.1243737495
1700,244710.66238441953
1701,272820.9703968601
1702,244549.831603725
1703,254993.9543139786
1704,283318.5331030401
1705,231841.98417940727
1706,457585.30829163827
1707,212466.2519924925
1708,196724.73402420367
1709,261682.21138228753
1710,216345.22576215654
1711,265353.20153155393
1712,257767.86920662248
1713,256292.61672087028
1714,227906.21083536078
1715,203558.70125592602
1716,179230.25256499898
1717,174408.98954219627
1718,137885.13336904658
1719,196064.93084970553
1720,234465.71600796175
1721,165051.8155935545
1722,129629.93851938352
1723,158367.8195856926
1724,212109.4872331456
1725,226584.26165908718
1726,185797.64591894153
1727,156796.8885672744
1728,177433.71152754256
1729,161334.47854909502
1730,156755.5733690109
1731,122707.57337710883
1732,131101.3125117954
1733,118238.56703324917
1734,123432.87198440885
1735,134409.68653386654
1736,117335.45885128665
1737,299450.7796826012
1738,232986.10264285715
1739,276156.2936052017
1740,215353.61752178613
1741,191312.33090250284
1742,177087.61535568294
1743,172702.63843124593
1744,307864.9034454088
1745,210111.36174676925
1746,198062.52473017824
1747,214876.36873265152
1748,231454.56998132277
1749,156209.59581216273
1750,128097.57789231138
1751,243235.27318458862
1752,121039.63758975954
1753,141313.6842259945
1754,181705.63389765492
1755,175605.7184613931
1756,131102.6039371332
1757,121271.39142122786
1758,139293.4959564248
1759,170603.80568941656
1760,163206.8382707202
1761,144322.7182347496
1762,177719.02844713835
1763,175948.94909436672
1764,120649.19640626204
1765,169427.54687934872
1766,183211.1063116519
1767,232463.79944192778
1768,144505.07710652883
1769,177817.98724180894
1770,152363.57217715227
1771,123410.42887507258
1772,143024.88849414582
1773,132086.23426343995
1774,134688.8942023595
1775,141660.77699735225
1776,124227.25160157411
1777,119533.2733572259
1778,141946.0546279329
1779,118220.80545005114
1780,176808.77268902957
1781,129987.52905348054
1782,89446.74465044578
1783,144541.02854142204
1784,107463.6209961941
1785,120179.01217344293
1786,152097.83803342003
1787,160671.31240986293
1788,56582.48646651672
1789,103055.03358733418
1790,77645.3290726739
1791,181113.21978595832
1792,159030.72665008763
1793,138479.85762936517
1794,148346.65615579864
1795,128541.74753072886
1796,128508.76443325698
1797,112294.73368235538
1798,123953.19717313106
1799,120989.46298181711
1800,128765.15816762936
1801,125560.02784161501
1802,129787.73346401307
1803,145273.6792901565
1804,142914.07267228328
1805,139812.58697668393
1806,124857.96574921
1807,128513.31347316367
1808,127020.7897590694
1809,123499.85419084148
1810,145823.23632531764
1811,94238.26145394707
1812,102476.06912822352
1813,120910.93452095102
1814,89218.32178789124
1815,49705.39409430752
1816,99611.93933345223
1817,101422.88208361164
1818,151908.51379408868
1819,125978.54517051985
1820,61668.65347571243
1821,119926.09325822207
1822,149459.9460207328
1823,41253.587143421944
1824,133174.76602850543
1825,135047.85505810878
1826,105652.47632520551
1827,99376.74780427845
1828,138129.2802527639
1829,118193.47544923195
1830,142933.84218410827
1831,156506.30731405457
1832,67444.816863217
1833,157124.6254086543
1834,118589.61413679124
1835,113441.60352537424
1836,132431.90560614775
